id,dep_delayed_15min
0,0.07036094838364607
1,0.08248895383135965
2,0.07368375192890975
3,0.2313241910974301
4,0.20560372094912469
5,0.0952672013764086
6,0.08092737870085394
7,0.21476748234505474
8,0.13510987910992148
9,0.2587027432478801
10,0.29565278511238163
11,0.2349813853547827
12,0.10596761183323265
13,0.25783332083480126
14,0.09167261162979329
15,0.22916667092332793
16,0.09185154381314016
17,0.28655109764899866
18,0.3563884133850828
19,0.06490410152405059
20,0.13451930520846045
21,0.07034717159706846
22,0.25570040860201826
23,0.17005479999997483
24,0.31131734938727823
25,0.2845207074753133
26,0.0694910360672819
27,0.07443316152670487
28,0.3723244819998175
29,0.1950659328831948
30,0.1356529106030615
31,0.23312342240327313
32,0.072144468217926
33,0.29231476225900455
34,0.32424933766210856
35,0.2613024143196486
36,0.20977221646584462
37,0.18716871678559516
38,0.11585843126905025
39,0.2534602837726174
40,0.15491459443663796
41,0.3111591742646374
42,0.21323251956221603
43,0.2952549063196128
44,0.16741261217045778
45,0.22798606922551512
46,0.06140996701493123
47,0.11940097429399738
48,0.3227014673980216
49,0.13696696041550604
50,0.3243331229000039
51,0.08338071335088797
52,0.1642600208633005
53,0.3130188049740866
54,0.37555977978008054
55,0.09549256034696756
56,0.18522270611050914
57,0.3201259509543041
58,0.10100682396549418
59,0.3575548708026985
60,0.10721768715899023
61,0.10839757410777016
62,0.17283585533419565
63,0.23203089085393258
64,0.18373601157111263
65,0.15198536758402015
66,0.07111759773599172
67,0.1324330787960536
68,0.11879471450318814
69,0.1497317137624028
70,0.07160803676038976
71,0.19390790717775253
72,0.2592657039797147
73,0.1631631111821544
74,0.4392836500433615
75,0.29566212904600186
76,0.10224164578188458
77,0.133270888953444
78,0.1015731093318297
79,0.23005630467555482
80,0.19282523789803932
81,0.19141238695696636
82,0.091916648226639
83,0.13193918988522652
84,0.11412120011927439
85,0.06998343259647088
86,0.09242359462122002
87,0.2387862685445947
88,0.1641958286279183
89,0.15215565386531898
90,0.20779030532123055
91,0.17380750844939968
92,0.11864324471561918
93,0.12259716868868323
94,0.17381130754566224
95,0.1376138653032424
96,0.2664625417973551
97,0.04311894518952867
98,0.192311466079417
99,0.26540362837638815
100,0.14864647705174483
101,0.20969128291730252
102,0.08106267435716945
103,0.2403761281136519
104,0.06311146015752395
105,0.10372707513392655
106,0.2167410179838141
107,0.09311384144064991
108,0.11800570498746095
109,0.25815346832950037
110,0.25941054654523293
111,0.19214812123136207
112,0.37878921344959227
113,0.07232662845983727
114,0.09430326507474814
115,0.13520847974946112
116,0.13031333062255626
117,0.3769504091055946
118,0.09105758776382768
119,0.15051156652387745
120,0.3197577994034725
121,0.23915229323077547
122,0.2956608312671971
123,0.23498765902948393
124,0.23751697907428104
125,0.08214657880943291
126,0.0940648645154693
127,0.07224630383273499
128,0.09536218592600802
129,0.41257697025203155
130,0.37239206154818616
131,0.1382005647434644
132,0.07319617691633183
133,0.11520543749047647
134,0.07082952216018566
135,0.35719140663698706
136,0.3449679643122301
137,0.19496662374438134
138,0.07399192450709294
139,0.0901485158639327
140,0.21495141214316885
141,0.14789847970684136
142,0.2063414998261909
143,0.34743426488806767
144,0.1332053960512614
145,0.3509350544503523
146,0.1839564623556795
147,0.2815207418650262
148,0.10513972699023504
149,0.372906287650447
150,0.31464500112669574
151,0.2897412954603105
152,0.10667461093176647
153,0.16326967401186793
154,0.24254001428114047
155,0.13491428162787544
156,0.2597479694256162
157,0.17350281881198912
158,0.26889895239799444
159,0.07181301784062463
160,0.09323319192934851
161,0.2869550868168756
162,0.415371560383093
163,0.1221786365340741
164,0.1325829091351572
165,0.10468883177187127
166,0.12214361754427928
167,0.06180390160851232
168,0.2297939595089407
169,0.3465030715757682
170,0.16561723394550437
171,0.15350723161246774
172,0.17025257544979117
173,0.2602320165094196
174,0.3174946991450492
175,0.28754699706767456
176,0.13217058570049006
177,0.07169731010432424
178,0.2916977420196846
179,0.19454148698079668
180,0.07213055501629517
181,0.13118645604847118
182,0.2927880011783805
183,0.41112715481451
184,0.21127748895670562
185,0.23673142893855775
186,0.2885889112137399
187,0.3253799228407553
188,0.18707923178914407
189,0.3110379613215487
190,0.3533333435401907
191,0.18446903314860552
192,0.1841228136315987
193,0.11805757546586114
194,0.23399537941828896
195,0.15321467389889004
196,0.10364703335743541
197,0.10691293525573814
198,0.2106823597667801
199,0.3108225183102062
200,0.13417988618860716
201,0.2968408588025217
202,0.3263018717053274
203,0.07198547759848646
204,0.06902248947939653
205,0.20809880248152657
206,0.38385245765697257
207,0.06548835462851672
208,0.18480050404861062
209,0.16681543395295859
210,0.07152937791407278
211,0.0821275976394777
212,0.26504079670987646
213,0.18715677090857508
214,0.13080077516627123
215,0.103401305233358
216,0.07413839323558673
217,0.122504854201205
218,0.17371485685339966
219,0.129792655741859
220,0.1649108806873441
221,0.3094755256615394
222,0.4535012572758216
223,0.10693769157817923
224,0.3110344891178281
225,0.11743093072358675
226,0.2628901497335684
227,0.34344507738964697
228,0.23554593038182192
229,0.3814315257778763
230,0.07149687228965085
231,0.13278081209588286
232,0.2583343877905936
233,0.3803430672967755
234,0.14832301610793036
235,0.1047106797102472
236,0.07970635258905077
237,0.1684964564345874
238,0.17164123853324323
239,0.1552149958798747
240,0.12216847746402364
241,0.21003799583649618
242,0.15206775901161212
243,0.2379631973799147
244,0.2812188202539975
245,0.25632632698809626
246,0.2174946670255515
247,0.4164395063189736
248,0.3266188989133349
249,0.28462240526039634
250,0.2612060065314414
251,0.08375262739249703
252,0.13200129886126072
253,0.1018745878774374
254,0.288510672801586
255,0.13598272967938613
256,0.1552576561475982
257,0.07401069519447652
258,0.19166247746365797
259,0.06529026739487975
260,0.18393685957736325
261,0.09353948635422944
262,0.32234340366019
263,0.21579181937759076
264,0.23333623839501705
265,0.18468509709181805
266,0.16938964575516957
267,0.10224528089347955
268,0.23120502844276555
269,0.31841864613979276
270,0.0941960376765867
271,0.16812665200317634
272,0.23134990059624375
273,0.07069717921944359
274,0.2628705867253812
275,0.11650732584197297
276,0.07035320372927328
277,0.2382542029277125
278,0.09058531069080163
279,0.3476253179048918
280,0.13630254571366995
281,0.31165837017909664
282,0.10564069813155626
283,0.07852602290758559
284,0.26419648433898807
285,0.265084313288316
286,0.14964937710863507
287,0.12200566087508201
288,0.35592918193404366
289,0.0833257649859549
290,0.13172841176301844
291,0.1682014881795687
292,0.28188859302649644
293,0.16698436581309967
294,0.24193800313434632
295,0.0791426480311082
296,0.07007905505622863
297,0.15448698607089054
298,0.2422459480574569
299,0.16698652474466277
300,0.23241884924146922
301,0.17273114581789664
302,0.11621976884611727
303,0.259166379563325
304,0.1525520294701999
305,0.2687353586041201
306,0.1661676665487187
307,0.2848538526444049
308,0.1913674432791808
309,0.165759722677975
310,0.29056413928391683
311,0.31246037283738803
312,0.0795162506078052
313,0.3409432842111703
314,0.28041279215857123
315,0.17282320430656142
316,0.26553773222777366
317,0.10434420074205347
318,0.23084083755540927
319,0.11427587359728289
320,0.25441593681592395
321,0.08950951051268108
322,0.11740031919913087
323,0.2323079117362886
324,0.14689966322660608
325,0.23189659912159505
326,0.06964186201110181
327,0.1935824190752752
328,0.0729274718833174
329,0.1658989936307949
330,0.20667824224649042
331,0.3509046774745645
332,0.4573505065022011
333,0.24254161714484673
334,0.37563373383465
335,0.2929503609983087
336,0.15308813690806977
337,0.09015332084697901
338,0.3248754708282496
339,0.08346255635038473
340,0.1056325729675132
341,0.34683583338255225
342,0.14934960865241173
343,0.16324175117907602
344,0.25833367137387614
345,0.4068283255820855
346,0.09236540085154799
347,0.17457363577401705
348,0.12254090042315459
349,0.13420450415415985
350,0.1451355429805595
351,0.10342531644039665
352,0.344952474224914
353,0.2293201186186643
354,0.22786960185765037
355,0.3390158189507961
356,0.07930155422253134
357,0.1295459535524831
358,0.1641277623717445
359,0.2047906000762881
360,0.22982749200123548
361,0.07089039282062756
362,0.09311605171112794
363,0.29269490070304216
364,0.0786633791677591
365,0.18445178309188795
366,0.40751173695541065
367,0.14988077608225422
368,0.2825045081838762
369,0.17297823412013816
370,0.13355678531883594
371,0.15364410072288048
372,0.23173906106109188
373,0.13663413568820665
374,0.32191725485125416
375,0.08147522162806817
376,0.23049677300016744
377,0.3866393439518766
378,0.1712533938481999
379,0.13401985048158516
380,0.4193286851060656
381,0.2897233410344943
382,0.07055617354038962
383,0.18611767344083155
384,0.13838634271601483
385,0.3216880038787009
386,0.170503763612075
387,0.07296371514023331
388,0.09257132395924692
389,0.08144677690859523
390,0.3528588134251148
391,0.08954425622180716
392,0.17461009800810265
393,0.06518706550770591
394,0.15218157921888575
395,0.3215640602511289
396,0.06909306501141729
397,0.06503543563584566
398,0.0711877617332383
399,0.08036118552085036
400,0.13666942693646766
401,0.08224688573707928
402,0.12010870537210766
403,0.06150484864368746
404,0.09404925231722394
405,0.09127978273346768
406,0.28209420908795285
407,0.11524152420981172
408,0.21298201045341889
409,0.3569041994041228
410,0.10420464605035036
411,0.061330360425160706
412,0.24037567294311762
413,0.1691497484455132
414,0.3469552806517724
415,0.18566675830152837
416,0.2889267466617593
417,0.2564491808557156
418,0.1374893998808962
419,0.317851524608874
420,0.18672076044682834
421,0.0945188530890559
422,0.0745704081128555
423,0.07200546337353259
424,0.3189118523602883
425,0.153615289756698
426,0.16910315953066413
427,0.26882667440050995
428,0.2879333662189476
429,0.45593007175284767
430,0.2816444842601526
431,0.1218534336614824
432,0.07116823268457445
433,0.15126639674873724
434,0.16416829155655774
435,0.08291746602053324
436,0.2802707173697235
437,0.03257973373375261
438,0.18967432588040362
439,0.24033379977442812
440,0.09362732061128504
441,0.13748452239965844
442,0.25812768991889423
443,0.18456407592528734
444,0.16492735947537712
445,0.08416877090905645
446,0.10469198603836546
447,0.11806172830562088
448,0.13782578615321717
449,0.4401553487232988
450,0.3210659689638727
451,0.26474801765947736
452,0.22802073239605547
453,0.06992036407031711
454,0.07350737602450222
455,0.15195449052114857
456,0.37396238067582804
457,0.13321590186886859
458,0.28202101434308985
459,0.20858813786073935
460,0.09111093500708077
461,0.07169531918971074
462,0.09311410957516673
463,0.13278210379981872
464,0.3174444658622404
465,0.15127235370070033
466,0.2658738051976537
467,0.12238234201427273
468,0.11549893281055952
469,0.07445780924649587
470,0.06541253267968558
471,0.18844262529250078
472,0.23609410375647735
473,0.32056170801173367
474,0.317182626574348
475,0.13450174790084796
476,0.0839887050022624
477,0.1499940075298815
478,0.321419147516999
479,0.2827164626740056
480,0.09428895298467309
481,0.1837836835566506
482,0.16927165898801844
483,0.11580788177869132
484,0.2826378630888604
485,0.14950751350421818
486,0.11912489357691913
487,0.31371703496199566
488,0.081166143506273
489,0.20526527235409572
490,0.3433588003573323
491,0.4087992001608147
492,0.21558144182560188
493,0.16364795494971374
494,0.2575056222912084
495,0.34530876575036895
496,0.2181334809951242
497,0.07124182397266435
498,0.17140429794174913
499,0.20933153465484466
500,0.3446875676274353
501,0.11663626644995012
502,0.18354695594633752
503,0.17280057683069427
504,0.26404846904704365
505,0.26358477074301123
506,0.2622353421044804
507,0.10476829812084479
508,0.2535840663396148
509,0.14835923286527553
510,0.11902634349786731
511,0.35636611412491503
512,0.38734907341042196
513,0.07963728190827543
514,0.10403916494768636
515,0.18423349522502896
516,0.1661744017626211
517,0.23047555096603933
518,0.1685037908615606
519,0.12979378195071675
520,0.08311012113566471
521,0.29062888913048135
522,0.10714376614151087
523,0.3885269653129068
524,0.11990908623951946
525,0.3148183268259087
526,0.08458908568699906
527,0.0700778995443787
528,0.2070710033940107
529,0.07217793200806362
530,0.1150794939330935
531,0.45516022710630855
532,0.30875535454136394
533,0.167506273060833
534,0.23578857517080637
535,0.35154499182802634
536,0.14560605975882013
537,0.16690986759091747
538,0.153053271686734
539,0.24262680826110347
540,0.16650392491273017
541,0.22793495879423603
542,0.34967157400777826
543,0.41585396236584754
544,0.1029056785539776
545,0.3569914574085671
546,0.07855750446526588
547,0.20581608397804274
548,0.16568028214190905
549,0.3788757366238548
550,0.3892252867867474
551,0.24151495240432752
552,0.19082406659175646
553,0.2568261924273924
554,0.11655403344883918
555,0.1529080792337991
556,0.07054620241624893
557,0.08376339272013564
558,0.26514545232287684
559,0.0821979770987683
560,0.12258339039715907
561,0.0912450979354845
562,0.28548612893946346
563,0.24135658480300184
564,0.07983076103818104
565,0.28957722323587953
566,0.07940923582857877
567,0.3203080013653553
568,0.3105411788373694
569,0.07256309067757365
570,0.24236791463554813
571,0.07237395683621936
572,0.26859209479541823
573,0.20873302516880812
574,0.13325836402810198
575,0.07840608628841957
576,0.0654920161012928
577,0.09382397898358827
578,0.08963013368098599
579,0.23984249368947658
580,0.09035695450841931
581,0.282218414133594
582,0.3793673189450623
583,0.2081127698542745
584,0.3117621250733004
585,0.17380607661484945
586,0.18981550827925822
587,0.26819939662282144
588,0.21276710989531297
589,0.37621666746934795
590,0.21202794970926456
591,0.11651910050344373
592,0.1457911054511422
593,0.08345805369458036
594,0.11511618114816118
595,0.34860688124873407
596,0.10650989013329422
597,0.19246514302293313
598,0.1845626177039817
599,0.3096808622197394
600,0.07423149174122022
601,0.09417716800930266
602,0.3198813750854758
603,0.10518814165236091
604,0.07106722429192577
605,0.31919395293285335
606,0.079923536958171
607,0.08037131846818153
608,0.30960392317343366
609,0.33961454526680257
610,0.3237329104322195
611,0.07153376519316311
612,0.22909446178202653
613,0.21013040528281074
614,0.09129363732474535
615,0.2683392912468084
616,0.10835999610038338
617,0.09192320256480027
618,0.23757206032791978
619,0.19011159090053137
620,0.3177764623579667
621,0.3461972601786918
622,0.07114302528049131
623,0.07283931216023383
624,0.06502096165186405
625,0.1661804073051605
626,0.14837419409167296
627,0.3885636835758857
628,0.384905767977633
629,0.1648006188132726
630,0.31319277728373074
631,0.12937522018862452
632,0.2138324817885123
633,0.12234181589686342
634,0.16743154949435302
635,0.2370014600632377
636,0.26183145203966846
637,0.07996701264795597
638,0.31809824828174443
639,0.08250355521467942
640,0.0894482223645583
641,0.20692496888895837
642,0.17004371789918646
643,0.22920921712250383
644,0.35550254918794744
645,0.28063681830003456
646,0.29110700980120685
647,0.17244694044117595
648,0.08222421517122057
649,0.06518167310562814
650,0.12044824329363973
651,0.1648317665812936
652,0.345540919410298
653,0.2666801510034032
654,0.13629576306687752
655,0.15569208388033412
656,0.13521532953503282
657,0.09116947388879029
658,0.3229191060371944
659,0.09249722355550218
660,0.08392986856988333
661,0.1912587295340193
662,0.15131985045944193
663,0.13436780331523424
664,0.3717667566641286
665,0.22910480784200463
666,0.20686586260524864
667,0.07200904469884335
668,0.10638365950908835
669,0.21132630207320788
670,0.08378991513849016
671,0.22917922109416497
672,0.34965768600981295
673,0.03293911940058125
674,0.07845590530975802
675,0.18919308783741998
676,0.18570218907556235
677,0.3500828801606793
678,0.3105978765384226
679,0.14958189403274486
680,0.09382397898358827
681,0.08257727075847637
682,0.2837582304202889
683,0.07107035109510502
684,0.1298434841947997
685,0.2904781343949855
686,0.13682049744178335
687,0.09346437397392708
688,0.3552439261104201
689,0.14816598702804723
690,0.23828491720683673
691,0.1143863064401584
692,0.12215163639737617
693,0.2666833197215604
694,0.13223950909702
695,0.17369625156684979
696,0.26609002428619155
697,0.354398914224137
698,0.3254529763351979
699,0.16753647828756885
700,0.24268160380856882
701,0.16370114746993342
702,0.11735680333258501
703,0.4211621327937317
704,0.34732610605752545
705,0.10797064051814771
706,0.2897592505448697
707,0.2550426300829462
708,0.21710508283253227
709,0.2666535283306115
710,0.2928068415050518
711,0.19004155513173518
712,0.2947774697336641
713,0.03137288302636593
714,0.17393497902980612
715,0.31691658585416577
716,0.2084104693751582
717,0.11972233361001378
718,0.2382301747007892
719,0.08334745220957175
720,0.29139093479958716
721,0.2355237125072733
722,0.23492363405834568
723,0.08157487501812152
724,0.25548371228912703
725,0.3481069968067061
726,0.21643885217239706
727,0.1199548672061378
728,0.18458546124831177
729,0.079088910421529
730,0.14808490426142693
731,0.16467267863609725
732,0.19270309568092786
733,0.29031298699284647
734,0.07402844500124062
735,0.18837915932107893
736,0.06511951776711604
737,0.09572012215851738
738,0.16361963893981274
739,0.18400062298359196
740,0.284392143152448
741,0.2807040060816723
742,0.21147736343417628
